Image Index,Split,Severity Rating,Depth (m),Area (m^2),Estimated Volume (m^3),Geometric Location
1284,train,high,0.06283043855119054,0.107666015625,0.006764702978778083,"(4, 14)"
1285,train,high,0.06930773490457467,0.107666015625,0.007462087669169295,"(26, 6)"
1286,train,medium,0.025240538911582344,0.418701171875,0.010568243221036064,"(8, 19)"
1287,train,medium,0.03162884871356708,0.64599609375,0.020432112718774046,"(10, 18)"
1287,train,medium,0.05095309027113597,0.11962890625,0.006095462459193512,"(18, 8)"
1287,train,medium,0.049006304182307885,0.035888671875,0.0017587711706052878,"(6, 10)"
1287,train,medium,0.042146148176443445,0.45458984375,0.019159210914193772,"(22, 17)"
1288,train,high,0.0567491578954852,0.442626953125,0.02511870685168815,"(6, 9)"
1288,train,medium,0.048976534403630784,0.478515625,0.023436036970487385,"(20, 12)"
1289,train,high,0.06967600519517994,0.1435546875,0.010002317152042433,"(16, 28)"
1289,train,high,0.07189886131915162,0.538330078125,0.03870531963103743,"(15, 6)"
1290,train,high,0.06534058481431262,0.035888671875,0.0023449868085214736,"(13, 4)"
1290,train,medium,0.05491913068293034,0.035888671875,0.001970974660739932,"(29, 15)"
1290,train,high,0.05644023945867987,0.346923828125,0.019580463933296897,"(6, 23)"
1291,train,high,0.05937939807322593,0.31103515625,0.018469080357736777,"(8, 15)"
1291,train,medium,0.04268384601379292,0.035888671875,0.001531866543952041,"(18, 14)"
1291,train,high,0.05778739264114898,0.0478515625,0.0027652170306799806,"(4, 3)"
1292,train,medium,0.054840759780536194,0.346923828125,0.019025566320347152,"(20, 7)"
1292,train,high,0.05768222813953224,0.11962890625,0.006900461862395214,"(5, 18)"
1292,train,high,0.07156715103934913,0.107666015625,0.007705350002039298,"(9, 11)"
1293,train,high,0.060834167670247824,0.35888671875,0.021832574823062573,"(17, 23)"
1293,train,medium,0.044228957670331415,0.2392578125,0.01058212366135859,"(10, 7)"
1293,train,medium,0.03678055214699874,0.299072265625,0.011000043061541372,"(7, 24)"
1293,train,high,0.07090061277101783,0.0478515625,0.003392705103300658,"(25, 23)"
1293,train,medium,0.03774701236981452,0.50244140625,0.018965661976825754,"(22, 6)"
1293,train,medium,0.028033748489514464,0.251220703125,0.00704265800676523,"(27, 16)"
1294,train,high,0.06505099206197523,0.1435546875,0.009338374837021836,"(20, 24)"
1294,train,high,0.06745054954021193,0.346923828125,0.02340020285562528,"(12, 6)"
1295,train,medium,0.02633244516899733,0.31103515625,0.008190316197583642,"(5, 17)"
1296,train,medium,0.030444516532943885,0.0478515625,0.0014568176856584476,"(23, 23)"
1297,train,high,0.05712283966056131,0.1435546875,0.008200251396584484,"(25, 22)"
1297,train,medium,0.02509508783782977,0.57421875,0.014410069969378813,"(8, 21)"
1297,train,high,0.061282440738164995,0.346923828125,0.02126033893772765,"(21, 6)"
1297,train,medium,0.03590407283389219,0.514404296875,0.0184692093410671,"(7, 8)"
1297,train,medium,0.046125958544483814,0.107666015625,0.0049661981733684964,"(17, 14)"
1298,train,medium,0.046412032878874465,0.035888671875,0.0016656662190416374,"(18, 7)"
1298,train,medium,0.037487489954277795,0.50244140625,0.018835267169410082,"(22, 24)"
1299,train,high,0.06311230961803689,0.418701171875,0.02642519799680988,"(15, 14)"
1299,train,medium,0.032093058051316535,0.1435546875,0.004607108919476104,"(5, 16)"
1299,train,high,0.06209133808546588,0.035888671875,0.0022283756588289756,"(24, 23)"
1300,train,medium,0.03198737952338964,0.11962890625,0.003826615226186749,"(15, 13)"
1300,train,high,0.07282465951333768,0.31103515625,0.022651029350584034,"(7, 26)"
1300,train,high,0.05794022348077601,0.035888671875,0.0020793976688657403,"(5, 9)"
1300,train,high,0.06814702727045116,0.107666015625,0.007337118902897696,"(26, 9)"
1300,train,high,0.05631667764591218,0.035888671875,0.0020211307651242898,"(25, 16)"
1300,train,medium,0.03136079727463798,0.251220703125,0.007878481541895138,"(23, 23)"
1301,train,high,0.063512187446531,0.107666015625,0.006838104165996136,"(4, 20)"
1302,train,medium,0.037762014149823095,0.11962890625,0.004517428450540361,"(18, 4)"
1302,train,high,0.0727228347853002,0.31103515625,0.022619358280388784,"(17, 15)"
1303,train,medium,0.02583283468133312,0.31103515625,0.008034919771488866,"(25, 5)"
1303,train,medium,0.02865057088412979,0.478515625,0.01370974583322617,"(24, 20)"
1303,train,medium,0.030990298612308113,0.0478515625,0.001482934210940525,"(13, 9)"
1304,train,high,0.056872770701122476,0.0478515625,0.002721450941752931,"(23, 8)"
1305,train,medium,0.034359076624337265,0.11962890625,0.0041103387563294095,"(6, 23)"
1306,train,medium,0.04002916056084525,0.562255859375,0.022506630071197905,"(12, 23)"
1306,train,medium,0.04656423854260157,0.0478515625,0.002228171570886208,"(25, 22)"
1307,train,medium,0.031434998090073024,0.035888671875,0.0011281603318458824,"(20, 14)"
1307,train,medium,0.030065167532921155,0.0478515625,0.0014386652432745474,"(14, 14)"
1307,train,medium,0.030439259139739064,0.107666015625,0.00327727375015257,"(6, 24)"
1308,train,medium,0.02866127668758719,0.107666015625,0.0030858454636782107,"(27, 5)"
1308,train,medium,0.030039337490931205,0.478515625,0.014374292354058878,"(15, 26)"
1308,train,high,0.06270742957232803,0.0478515625,0.003000648485394603,"(26, 19)"
1309,train,medium,0.04658285528389662,0.11962890625,0.005572656027614586,"(14, 7)"
1309,train,high,0.06282126655841992,0.035888671875,0.002254571822287043,"(24, 7)"
1309,train,high,0.06467502881607258,0.40673828125,0.026305810060443583,"(26, 16)"
1309,train,medium,0.029387912235847427,0.035888671875,0.001054693139323626,"(3, 15)"
1310,train,high,0.06117926166489887,0.370849609375,0.022688305290278658,"(11, 18)"
1310,train,medium,0.053910159491182094,0.251220703125,0.013543348172955659,"(21, 26)"
1310,train,medium,0.04315030656842245,0.50244140625,0.021680500712356787,"(20, 6)"
1311,train,high,0.062278559472106365,0.322998046875,0.020115853071678888,"(26, 22)"
1311,train,medium,0.043032406185257874,0.299072265625,0.012869799213120335,"(26, 5)"
1311,train,medium,0.03008070825379837,0.31103515625,0.00935615779183084,"(16, 19)"
1311,train,high,0.06214798499773087,0.251220703125,0.0156128604889319,"(15, 5)"
1312,train,medium,0.03861680806403493,0.035888671875,0.0013859059534700037,"(12, 11)"
1312,train,high,0.06906223743428849,0.299072265625,0.020654599818604347,"(24, 7)"
1313,train,medium,0.02538134077600194,0.322998046875,0.008198123497717423,"(19, 7)"
1313,train,high,0.07275638276485696,0.287109375,0.020889039582878854,"(7, 19)"
1313,train,medium,0.025592203421272705,0.287109375,0.007347761529154468,"(23, 24)"
1313,train,high,0.06899910658901447,0.035888671875,0.0024762862960412907,"(26, 12)"
1314,train,medium,0.05063701411805018,0.035888671875,0.0018172951844124454,"(9, 5)"
1314,train,medium,0.05450597406988139,0.0478515625,0.002608196024828309,"(21, 15)"
1314,train,high,0.07175116452848027,0.11962890625,0.00858351333470589,"(24, 25)"
1314,train,high,0.07481078463666452,0.57421875,0.042957755240584705,"(9, 21)"
1315,train,medium,0.05306760025492327,0.2392578125,0.012696837951617385,"(24, 26)"
1315,train,high,0.06820728128602564,0.1435546875,0.00979147495024001,"(11, 18)"
1315,train,high,0.06934369847588154,0.035888671875,0.00248865324119985,"(10, 9)"
1316,train,medium,0.026689956996658055,0.57421875,0.015325873744174743,"(6, 19)"
1316,train,high,0.06956501419354724,0.035888671875,0.0024965959683719346,"(20, 5)"
1316,train,high,0.06738907672260125,0.035888671875,0.0024185044624566365,"(5, 4)"
1316,train,medium,0.04353276323000686,0.107666015625,0.004686999166121344,"(25, 21)"
1317,train,high,0.06417602522535593,0.55029296875,0.035315615443836,"(18, 10)"
1317,train,medium,0.037837716129827205,0.35888671875,0.013579453786827634,"(26, 23)"
1318,train,medium,0.03569869192744553,0.3349609375,0.011957667315540836,"(23, 25)"
1319,train,medium,0.0505194469694944,0.107666015625,0.005439227566783942,"(21, 19)"
1319,train,high,0.07281399657307157,0.035888671875,0.00261319763091834,"(3, 14)"
1319,train,high,0.06666939054670476,0.26318359375,0.017546289797204035,"(26, 6)"
1319,train,high,0.07100136969666318,0.1435546875,0.010192579438876453,"(13, 21)"
1320,train,medium,0.02821070835432636,0.562255859375,0.01586163606933926,"(20, 18)"
1320,train,medium,0.028270229275315636,0.26318359375,0.007440260536814027,"(6, 25)"
1320,train,high,0.07166977376852826,0.1435546875,0.010288531976536772,"(5, 15)"
1320,train,high,0.06628565084229826,0.107666015625,0.007136711919300179,"(13, 7)"
1321,train,medium,0.038816443218726626,0.346923828125,0.013466349075637337,"(14, 7)"
1321,train,high,0.06358530327594861,0.035888671875,0.002281992085342882,"(10, 29)"
1321,train,high,0.06147786842459938,0.107666015625,0.006619077142394611,"(18, 19)"
1322,train,medium,0.03550628688010371,0.538330078125,0.019114102190094892,"(12, 11)"
1323,train,medium,0.025544891053519713,0.442626953125,0.011306857294929503,"(9, 26)"
1324,train,medium,0.05400047097741473,0.035888671875,0.0019380051840038976,"(24, 29)"
1325,train,high,0.0652833169763923,0.035888671875,0.00234293154187736,"(5, 19)"
1325,train,high,0.05730039911259987,0.6220703125,0.035644877182349724,"(11, 6)"
1326,train,medium,0.025350862215007982,0.035888671875,0.0009098087757827572,"(25, 20)"
1326,train,high,0.05817014198891036,0.31103515625,0.018092959202605417,"(17, 9)"
1326,train,high,0.06130304168161603,0.31103515625,0.019067401148041705,"(14, 18)"
1326,train,high,0.056615704895531714,0.107666015625,0.006095587367902706,"(5, 26)"
1327,train,medium,0.03852954475556786,0.59814453125,0.023046236487095032,"(21, 10)"
1327,train,medium,0.03629535770449651,0.11962890625,0.004341973944141428,"(15, 27)"
1328,train,high,0.06357985375538701,0.1435546875,0.009127186037150284,"(27, 11)"
1328,train,medium,0.03496263340707074,0.31103515625,0.010874608144679717,"(17, 22)"
1328,train,medium,0.03800882704031243,0.59814453125,0.022734772033390003,"(17, 12)"
1328,train,medium,0.04014506189051881,0.035888671875,0.0014407529535903968,"(29, 28)"
1328,train,high,0.07073300286120424,0.035888671875,0.002538513530419195,"(4, 27)"
1328,train,high,0.05631540871287589,0.035888671875,0.0020210852248029186,"(4, 18)"
1329,train,high,0.05805897466131112,0.299072265625,0.017363829091822786,"(25, 8)"
1329,train,high,0.06475988939977764,0.107666015625,0.0069724392639897315,"(6, 10)"
1330,train,medium,0.035107545026230494,0.035888671875,0.0012599631637831745,"(22, 10)"
1330,train,high,0.06274909064725342,0.35888671875,0.022519815246939096,"(17, 25)"
1331,train,medium,0.031096637329383073,0.107666015625,0.003348051040590316,"(21, 15)"
1331,train,medium,0.03464957966174455,0.11962890625,0.004145091316956746,"(5, 16)"
1331,train,medium,0.03239244223963735,0.418701171875,0.013562753525629408,"(7, 7)"
1332,train,medium,0.04597639593176023,0.0478515625,0.0022000423834533703,"(28, 14)"
1332,train,medium,0.02625460072174677,0.035888671875,0.000942242750511908,"(22, 5)"
1332,train,high,0.0739209058457144,0.035888671875,0.0026529231345996133,"(4, 25)"
1332,train,medium,0.05277051675376594,0.562255859375,0.029670532247051504,"(9, 16)"
1332,train,high,0.06921133314323556,0.107666015625,0.00745170847562668,"(11, 25)"
1332,train,high,0.0603432774630306,0.1435546875,0.00866256033893115,"(24, 25)"
1333,train,high,0.07190722919030704,0.59814453125,0.04301091589752252,"(21, 6)"
1333,train,high,0.057502776346204904,0.31103515625,0.017885385025650645,"(8, 15)"
1334,train,high,0.05922242756602782,0.0478515625,0.0028338856940775033,"(3, 11)"
1335,train,medium,0.039572781210234095,0.299072265625,0.01183512133362714,"(13, 14)"
1335,train,high,0.0734048242721301,0.322998046875,0.023709614871100616,"(22, 23)"
1335,train,high,0.06379992880105552,0.26318359375,0.01679109454285592,"(11, 5)"
1335,train,high,0.07344741658950052,0.50244140625,0.03690302327665822,"(26, 13)"
1336,train,high,0.06319022253926712,0.322998046875,0.020410318461779882,"(11, 12)"
1336,train,high,0.06524214041777217,0.035888671875,0.0023414537698761007,"(24, 15)"
1336,train,high,0.05817793579503065,0.31103515625,0.018095383350309826,"(23, 23)"
1336,train,medium,0.04954157156426184,0.035888671875,0.0017779812060416235,"(8, 29)"
1337,train,high,0.07177844487301535,0.0478515625,0.0034347107409938987,"(12, 9)"
1338,train,high,0.07193389023348426,0.107666015625,0.007744835349845351,"(7, 14)"
1338,train,medium,0.050488017878625724,0.418701171875,0.021139392251426543,"(14, 24)"
1338,train,high,0.06640303953132176,0.11962890625,0.007943722990807535,"(24, 6)"
1338,train,medium,0.03456934088442354,0.562255859375,0.01943681446699888,"(26, 22)"
1338,train,high,0.06898267587998069,0.1435546875,0.009902786478864415,"(15, 12)"
1338,train,medium,0.044805639263426664,0.11962890625,0.005360049618915787,"(17, 4)"
1339,train,high,0.06080446129464973,0.31103515625,0.018912325119478456,"(8, 20)"
1339,train,high,0.0579505743851234,0.0478515625,0.0027730255321006315,"(15, 4)"
1339,train,high,0.060408938731841576,0.26318359375,0.015898641590069634,"(27, 17)"
1340,train,medium,0.04078108812711739,0.035888671875,0.0014635790904995744,"(8, 27)"
1340,train,high,0.06776315995448066,0.035888671875,0.0024319298128194964,"(25, 20)"
1341,train,medium,0.025864181428147053,0.35888671875,0.009282311205902385,"(17, 24)"
1341,train,medium,0.03231945352724487,0.55029296875,0.01778516802988524,"(25, 9)"
1341,train,medium,0.041859628705445136,0.107666015625,0.004506859438257155,"(5, 12)"
1342,train,medium,0.025004223772389027,0.31103515625,0.007777192647954985,"(11, 7)"
1342,train,high,0.057466959334434235,0.478515625,0.027498837962766382,"(21, 25)"
1342,train,medium,0.05407606649941399,0.478515625,0.025876242758508645,"(7, 25)"
1343,train,medium,0.05319834418705355,0.50244140625,0.026729050863514698,"(8, 11)"
1343,train,high,0.0626490582470888,0.31103515625,0.019486059620798617,"(24, 19)"
1343,train,high,0.060350463695793145,0.11962890625,0.007219659963608066,"(24, 5)"
1344,train,medium,0.032362826569126736,0.40673828125,0.013163200455118443,"(11, 21)"
1344,train,high,0.07276494927087873,0.107666015625,0.007834312165150762,"(8, 4)"
1344,train,medium,0.05292541917038153,0.0478515625,0.00253256400327021,"(16, 10)"
1345,train,medium,0.05038350250207446,0.31103515625,0.015671040573154996,"(8, 26)"
1345,train,medium,0.05157647954567096,0.31103515625,0.016042098374312697,"(16, 11)"
1345,train,high,0.07445246794449586,0.57421875,0.042752003077503486,"(26, 16)"
1346,train,medium,0.03315269273955363,0.11962890625,0.003966020371675117,"(7, 26)"
1346,train,high,0.06812508635418496,0.0478515625,0.0032598918274951787,"(21, 20)"
1346,train,medium,0.02734013131351289,0.562255859375,0.015372149027104537,"(9, 6)"
1347,train,high,0.06792882810186548,0.478515625,0.03250500563468173,"(19, 16)"
1347,train,medium,0.03718922584869131,0.035888671875,0.0013346719237689508,"(14, 29)"
1347,train,high,0.07100378888532963,0.0478515625,0.003397642241583156,"(27, 22)"
1348,train,high,0.06012553236884751,0.370849609375,0.022297530192451016,"(17, 17)"
1348,train,high,0.06770108544330913,0.035888671875,0.0024297020410562606,"(10, 10)"
1349,train,high,0.06093896838169475,0.50244140625,0.030618260969122995,"(24, 15)"
1349,train,medium,0.04558783267743112,0.2392578125,0.010907245123018187,"(10, 16)"
1349,train,medium,0.05073260360761134,0.035888671875,0.0018207257642380045,"(23, 24)"
1350,train,medium,0.02921062920991478,0.0478515625,0.0013977742493025626,"(19, 15)"
1350,train,high,0.05686503067010362,0.31103515625,0.017687023699636723,"(27, 19)"
1350,train,high,0.066689470283954,0.2392578125,0.01595597677692259,"(6, 23)"
1351,train,high,0.06928580372015244,0.50244140625,0.034812056654314874,"(11, 14)"
1351,train,medium,0.02930024236145603,0.322998046875,0.009463921055714435,"(21, 14)"
1351,train,high,0.06354507114581182,0.11962890625,0.007601827358751902,"(12, 25)"
1351,train,medium,0.05487179178714156,0.418701171875,0.022974883524157174,"(25, 26)"
1352,train,medium,0.03631670149720233,0.35888671875,0.013033581836154155,"(19, 5)"
1353,train,high,0.06010396485840459,0.370849609375,0.02228953188962807,"(12, 16)"
1354,train,high,0.06544010663317361,0.035888671875,0.0023485585144229788,"(18, 15)"
1355,train,high,0.07498737355471556,0.0478515625,0.003588262992364319,"(26, 8)"
1355,train,high,0.06112253727589766,0.346923828125,0.021204864616467426,"(18, 20)"
1355,train,medium,0.027767149167990956,0.275146484375,0.007640033474688918,"(9, 16)"
1355,train,medium,0.03464140681431247,0.299072265625,0.010360284020393745,"(15, 7)"
1356,train,medium,0.0433169727333991,0.0478515625,0.002072784828063043,"(13, 7)"
1356,train,medium,0.036043763236326,0.035888671875,0.001293562791928692,"(13, 24)"
1356,train,high,0.06767932605792765,0.3349609375,0.022669930505731625,"(21, 13)"
1356,train,medium,0.025489515703570706,0.562255859375,0.014331629556963705,"(24, 26)"
1357,train,high,0.07062447210308379,0.107666015625,0.007603855516957995,"(12, 8)"
1357,train,medium,0.05227933807337992,0.11962890625,0.006254120033192422,"(22, 7)"
1358,train,high,0.0665894581259571,0.035888671875,0.0023898072130165266,"(25, 6)"
1358,train,medium,0.027117299149128568,0.50244140625,0.013624853918190086,"(15, 26)"
1359,train,high,0.074063337113116,0.3349609375,0.02480832483378788,"(8, 11)"
1359,train,medium,0.049743245057912416,0.035888671875,0.0017852189998811341,"(18, 27)"
1359,train,medium,0.0504920993959485,0.1435546875,0.007248377550004326,"(22, 14)"
1360,train,high,0.0713775409012388,0.11962890625,0.008538817148829836,"(9, 24)"
1360,train,high,0.07067640172822558,0.0478515625,0.0033819762545732944,"(12, 11)"
1360,train,medium,0.05095330339934567,0.107666015625,0.005485939159939317,"(28, 11)"
1361,train,medium,0.049522086193464473,0.40673828125,0.020142528222244094,"(11, 23)"
1361,train,high,0.07396011061093874,0.45458984375,0.03362151512635936,"(11, 12)"
1361,train,medium,0.05470614272773418,0.35888671875,0.019633308059025693,"(25, 18)"
1361,train,high,0.07159223704862779,0.107666015625,0.007708050912706263,"(27, 5)"
1362,train,high,0.06072297769776624,0.107666015625,0.006537801065604226,"(19, 14)"
1363,train,high,0.06437369998176168,0.57421875,0.036964585536402216,"(17, 8)"
1363,train,high,0.07257706276711984,0.31103515625,0.022574018057937177,"(8, 22)"
1363,train,medium,0.053785701563743536,0.3349609375,0.01801610901988675,"(17, 21)"
1364,train,high,0.06396891681378047,0.322998046875,0.02066183519156044,"(19, 26)"
1364,train,high,0.06365462356132291,0.299072265625,0.01903733248599135,"(7, 17)"
1364,train,high,0.06418424697164297,0.346923828125,0.022267044664722818,"(8, 7)"
1365,train,high,0.06522624058947066,0.55029296875,0.03589354157438156,"(12, 23)"
1366,train,medium,0.02766497869216204,0.478515625,0.0132381245694916,"(13, 16)"
1366,train,medium,0.036060169384151824,0.035888671875,0.0012941515867847457,"(29, 23)"
1367,train,high,0.06235025986944166,0.45458984375,0.02834379489182138,"(9, 14)"
1368,train,high,0.05666476409594853,0.31103515625,0.017624733754452743,"(27, 25)"
1369,train,high,0.057240086455731934,0.26318359375,0.01506465165998023,"(24, 27)"
1369,train,medium,0.04629992906131769,0.0478515625,0.0022155239492232096,"(26, 9)"
1370,train,high,0.07272585387386249,0.107666015625,0.007830102919524745,"(6, 6)"
1371,train,high,0.0702933940764248,0.035888671875,0.0025227365549888785,"(26, 8)"
1371,train,medium,0.04663365559724071,0.107666015625,0.005020859892183387,"(4, 9)"
1371,train,medium,0.030814495953405248,0.2392578125,0.007372608895101842,"(25, 23)"
1371,train,high,0.05824865181287457,0.11962890625,0.006968222506911264,"(17, 8)"
1371,train,medium,0.027732918873218628,0.11962890625,0.003317658751923127,"(12, 26)"
1371,train,medium,0.05394481943367063,0.275146484375,0.014842727417418653,"(5, 17)"
1372,train,medium,0.05348578375141366,0.035888671875,0.0019195337430316915,"(6, 8)"
1373,train,high,0.06085889287985132,0.107666015625,0.006552434511722273,"(13, 19)"
1374,train,high,0.07205085923826013,0.50244140625,0.03620133503719222,"(6, 26)"
1375,train,high,0.06443622651252064,0.1435546875,0.009250122360684114,"(15, 26)"
1375,train,high,0.05680960767084745,0.107666015625,0.006116464107139581,"(8, 27)"
1375,train,medium,0.050903402010798876,0.31103515625,0.01583274759808539,"(5, 19)"
1376,train,high,0.07201631408583895,0.0478515625,0.0034460931544981525,"(10, 13)"
1376,train,high,0.06090492333162173,0.1435546875,0.008743187236082417,"(21, 28)"
1376,train,medium,0.042855829819495574,0.59814453125,0.025633980238711954,"(12, 25)"
1376,train,high,0.06559338338664193,0.035888671875,0.0023540594135342684,"(25, 9)"
1376,train,medium,0.027113730259960996,0.31103515625,0.008433323327927322,"(24, 20)"
1376,train,high,0.06855176176901666,0.2392578125,0.016401544563876057,"(11, 6)"
1377,train,medium,0.043368091851782455,0.2392578125,0.010376154788756545,"(5, 26)"
1377,train,high,0.06542515899926285,0.562255859375,0.03678567899787655,"(20, 23)"
1377,train,high,0.07353342285726935,0.035888671875,0.002639016884770165,"(12, 5)"
1378,train,medium,0.0476613420895067,0.50244140625,0.02394703174321406,"(22, 23)"
1378,train,medium,0.035104679027331026,0.035888671875,0.0012598603068890773,"(7, 19)"
1379,train,medium,0.05304195565094706,0.107666015625,0.0057108160258954235,"(7, 22)"
1380,train,medium,0.025388960836605152,0.57421875,0.014578817355394364,"(23, 16)"
1380,train,high,0.07366181430008309,0.478515625,0.0352483291084382,"(11, 8)"
1380,train,medium,0.03163380467722278,0.0478515625,0.0015137269816249182,"(25, 28)"
1380,train,medium,0.04799844889200209,0.107666015625,0.005167801748382061,"(23, 4)"
1381,train,high,0.06702926620814902,0.538330078125,0.03608387011449428,"(6, 13)"
1382,train,high,0.06863681778052387,0.370849609375,0.025453937062650332,"(6, 24)"
1382,train,medium,0.03444273606979818,0.346923828125,0.011949005848433402,"(23, 25)"
1382,train,high,0.0644656894939894,0.562255859375,0.03624621164664492,"(24, 14)"
1382,train,medium,0.05142906246224226,0.035888671875,0.0018457207475462921,"(12, 11)"
1382,train,medium,0.05259920395233221,0.31103515625,0.016360201619939268,"(5, 10)"
1383,train,medium,0.028096853562077334,0.11962890625,0.003361195860697728,"(21, 27)"
1383,train,high,0.0704139521472711,0.562255859375,0.03959065717655404,"(26, 9)"
1383,train,medium,0.052349044329890584,0.035888671875,0.0018787376749252725,"(25, 17)"
1384,train,medium,0.04789603260953136,0.107666015625,0.005156774995313313,"(28, 18)"
1384,train,high,0.05865077949762738,0.107666015625,0.006314695741809978,"(28, 28)"
1385,train,high,0.05869218642608139,0.478515625,0.028085128270292855,"(21, 26)"
1385,train,medium,0.05046350088440493,0.035888671875,0.001811068024904181,"(18, 7)"
1386,train,medium,0.03245477455214068,0.107666015625,0.003494276264036631,"(4, 17)"
1387,train,medium,0.05268403231176301,0.035888671875,0.0018907599486887605,"(21, 23)"
1387,train,high,0.06663099195646424,0.107666015625,0.007173893421093929,"(5, 7)"
1387,train,medium,0.04956105672251768,0.035888671875,0.0017786805024926997,"(24, 10)"
1387,train,high,0.06822705599899775,0.26318359375,0.017956241788798726,"(11, 26)"
1388,train,high,0.060296621268711645,0.11962890625,0.007213218852946461,"(21, 26)"
1388,train,high,0.06115497397601718,0.035888671875,0.0021947707945494444,"(3, 13)"
1389,train,medium,0.03940519909856503,0.035888671875,0.0014142002606174462,"(24, 27)"
1390,train,medium,0.0508697949183513,0.35888671875,0.01825649378173252,"(6, 18)"
1390,train,medium,0.049291518949597345,0.31103515625,0.015331395298287845,"(25, 26)"
1390,train,high,0.0748226952194426,0.57421875,0.0429645945205393,"(17, 9)"
1390,train,high,0.06793401970619697,0.1435546875,0.009752246969541948,"(13, 27)"
1391,train,medium,0.04512598093015738,0.11962890625,0.005398371742133085,"(14, 17)"
1391,train,high,0.07200182259317332,0.322998046875,0.02325644806903523,"(24, 26)"
1392,train,medium,0.04307891453789851,0.251220703125,0.010822315200072648,"(22, 10)"
1392,train,medium,0.04609780854566223,0.2392578125,0.011029260833678951,"(26, 25)"
1392,train,high,0.057700062698706665,0.50244140625,0.02899090064305135,"(11, 11)"
1392,train,medium,0.032600185635647046,0.322998046875,0.010529796288076427,"(11, 26)"
1393,train,high,0.07163114287638499,0.1435546875,0.010282986330887298,"(6, 26)"
1393,train,medium,0.04246376953365047,0.299072265625,0.012699735761406695,"(13, 18)"
1393,train,high,0.05943222232356617,0.299072265625,0.017774529381437636,"(25, 16)"
1394,train,medium,0.025488436012978927,0.107666015625,0.002744238350030202,"(19, 9)"
1394,train,high,0.061260658402689766,0.538330078125,0.03297845502390892,"(6, 9)"
1395,train,high,0.06110716873910997,0.035888671875,0.0021930551280881752,"(22, 14)"
1395,train,high,0.07047005669039229,0.1435546875,0.01011630696629655,"(18, 6)"
1395,train,medium,0.050885255573713394,0.31103515625,0.01582710341819113,"(7, 24)"
1396,train,high,0.05959882115872531,0.322998046875,0.019250302830320698,"(22, 14)"
1396,train,high,0.06164348212057202,0.035888671875,0.0022123027030576383,"(13, 15)"
1397,train,medium,0.031565331605267886,0.107666015625,0.0033985134858210784,"(18, 6)"
1397,train,medium,0.046450329846740634,0.0478515625,0.002222720861806925,"(18, 13)"
1397,train,high,0.0594153462648803,0.478515625,0.028431171552530613,"(10, 20)"
1397,train,medium,0.03639560437341403,0.1435546875,0.005224759612199084,"(24, 19)"
1398,train,medium,0.03210251600139344,0.31103515625,0.009985011080511533,"(8, 19)"
1398,train,high,0.07483027774636766,0.035888671875,0.0026855592843545036,"(8, 7)"
1398,train,high,0.07378955519657761,0.31103515625,0.022951145830185517,"(22, 15)"
1398,train,high,0.060647600246434265,0.035888671875,0.0021765618252504483,"(3, 7)"
1398,train,high,0.0694935614766913,0.2392578125,0.016626877501747434,"(27, 6)"
1399,train,medium,0.032792868132283604,0.35888671875,0.011768924842396703,"(12, 5)"
1399,train,medium,0.03718400678348356,0.035888671875,0.0013344846184502157,"(25, 6)"
1399,train,high,0.06531330982272024,0.478515625,0.03125343927063762,"(25, 21)"
1399,train,high,0.05737680550029138,0.035888671875,0.002059177345835653,"(4, 19)"
1400,train,medium,0.03563272753291079,0.45458984375,0.01619827604157224,"(26, 18)"
1401,train,high,0.06554668174952445,0.35888671875,0.02352383353803734,"(15, 26)"
1402,train,high,0.07275940618764598,0.322998046875,0.023501146090394442,"(24, 9)"
1402,train,medium,0.04273951566196859,0.35888671875,0.015338644536888142,"(12, 18)"
1403,train,high,0.073457138298801,0.50244140625,0.03690790786595031,"(24, 23)"
1403,train,high,0.05731195879691792,0.514404296875,0.02948151786745753,"(26, 11)"
1404,train,high,0.06015289843423623,0.299072265625,0.017990063618637545,"(24, 20)"
1404,train,medium,0.04430756992515765,0.478515625,0.021201864514968017,"(26, 8)"
1404,train,medium,0.032159676610850216,0.562255859375,0.018081966610055674,"(14, 22)"
1405,train,high,0.07338024273726969,0.418701171875,0.030724393626566777,"(20, 10)"
1405,train,medium,0.029698158761743643,0.035888671875,0.001065827475091874,"(11, 25)"
1405,train,medium,0.04190353740311832,0.31103515625,0.013033473303606626,"(10, 13)"
1405,train,high,0.05880873641127948,0.1435546875,0.008442269777791098,"(19, 22)"
1406,train,medium,0.028253905967773767,0.1435546875,0.004055980641858148,"(14, 20)"
1407,train,high,0.05825335932040583,0.3349609375,0.019512599850487502,"(25, 6)"
1407,train,high,0.06213418523422059,0.035888671875,0.0022299133860914128,"(4, 21)"
1408,train,high,0.07318174630472714,0.035888671875,0.002626395680369846,"(21, 26)"
1408,train,high,0.06298687344630713,0.538330078125,0.03390772850320001,"(8, 11)"
1408,train,medium,0.029823011079344333,0.0478515625,0.0014270776786014377,"(28, 4)"
1408,train,medium,0.025435707451251025,0.11962890625,0.0030428458620881354,"(18, 19)"
1409,train,medium,0.03313245735057958,0.11962890625,0.0039635996342246085,"(26, 17)"
1409,train,high,0.06681547110460095,0.40673828125,0.027176409877994433,"(12, 18)"
1409,train,medium,0.025731125496501802,0.1435546875,0.0036938236796735984,"(24, 28)"
